names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,year,imdb
Legion of Super-Heroes,2023-02-07,63.0,"Animation,Action,Science Fiction","Kara, devastated by the loss of Krypton, struggles to adjust to her new life on Earth. Her cousin, Superman, mentors her and suggests she leave their space-time to attend the Legion Academy in the 31st century, where she makes new friends and a new enemy: Brainiac 5. Meanwhile, she must contend with a mysterious group called the Dark Circle as it searches for a powerful weapon held in the Academy’s vault.","Batman(voice),BouncingBoy(voice),Brainiac5(voice),CynthiaHamidi,DarrenCriss,Dawnstar(voice),ElyHenry,GideonAdlon,HarryShumJr.,JensenAckles,MattBomer,MegDonnelly,MonEl(voice),PhantomGirl(voice),Supergirl/Kara(voice),Superman(voice),TheFlash(voice),YuriLowenthal",Legion of Super-Heroes,Released,English,113400000.0,778431865.2,US,2023,6.3
Fall,2022-09-22,73.0,"Thriller,Drama","For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights","Becky,DanConnor,DarrellDennis,DogWalkerDan,GraceCarolineCurrey,Hunter,James,JasperCole,JeffreyDeanMorgan,JuliaPaceMitchell,MasonGooding,Randy,VirginiaGardner,Waitress",Fall,Released,English,3000000.0,16120263.0,AU,2022,7.3
Lord of the Streets,2022-04-22,52.0,Action,"When Jason Dyson refuses to make his prized fighter throw an MMA match, a notorious gangster collects his debt by killing the fighter and kidnapping Jason's daughter. Now he must train a prisoner to endure five consecutive underground fights to save her.","A.J.McKee,AndersonSilva,AshleyDoris,Axel,DamonStone,DetectiveKayes,GigiGustin,JasonDyson,Kane,KhalilRountreeJr.,MeredithThomas,QuintonJackson,RichardGrieco,Sasha,Teresa,TreJordan,Treach,ValeryDyson",Lord of the Streets,Released,English,1000000.0,22790427.2,US,2022,5.2
Little Dixie,2023-02-03,60.0,"Thriller,Action,Drama,Crime","Erstwhile Special Forces operative Doc Alexander is asked to broker a truce with the Mexican drug cartel in secrecy. When Oklahoma Governor Richard Jeffs celebrates the execution of a high-ranking cartel member on TV, his Chief of Staff and Doc inform him about the peace he just ended. But it’s too late, as Cuco, the cartel’s hatchet man, has set his vengeful sights on Doc’s daughter Dixie.","AnnabethGish,BeauKnapp,BillieRiggs,Carla,ClarkeMoore,DocAlexander,EricDane,FrankGrillo,GovernorRichardJeffs,JulieReed,KarlRoach,LaloMiguelPrado,MauriceCompte,MercedesMason,PeterGreene,Raphael'Cuco'Prado,SufeBradshaw,ThomasDekker",Little Dixie,Released,English,141340000.0,748525217.4,US,2023,6.0
The Whale,2023-02-02,81.0,Drama,A reclusive English teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.,"BrendanFraser,Charlie,DanThePizzaMan,Ellie,HongChau,JaceySink,Liam(uncredited),Liz,Mary,SadieSink,SamanthaMorton,SathyaSridharan,Thomas,TySimpkins,WilhelmSchalaudek,YoungEllie",The Whale,Released,English,3000000.0,36752010.0,AU,2023,8.1
Prey for the Devil,2022-10-28,71.0,"Horror,Thriller","In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.","BenCross,CardinalMatthews,ChristianNavarro,ColinSalmon,Dr.Peters,FatherBernhard,FatherDante,FatherQuinn,FatherRaymond,JacquelineByers,LisaPalfrey,Matt,NicholasRalph,SisterAnn,SisterEuphemia,TomForbes,VelizarBinev,VirginiaMadsen",Prey for the Devil,Released,English,27240305.0,37655699.0,US,2022,7.1
Bandit,2022-09-23,62.0,"Crime,Drama,Thriller","After escaping a Michigan prison, a charming career criminal assumes a new identity in Canada and goes on to rob a record 59 banks and jewellery stores while being hunted by a rogue task force. Based on the story of The Flying Bandit.","Andrea,Ben,Bishop,DiamondDave,DylanFlashner,ElishaCuthbert,GilbertGalvanJr/RobertWhiteman,Hoffman,JoshDuhamel,KeithArthurBolden,Linda,LorenzoYearby,MelGibson,NestorCarbonell,Oliviad'Abo,Snydes,SwenTemmel,Tommy",Bandit,Released,English,115000000.0,484414431.0,US,2022,6.2
Roald Dahl's Matilda the Musical,2022-12-08,68.0,"Family,Comedy,Fantasy","An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.","AgathaTrunchbull,AlishaWeir,AndreaRiseborough,BruceBogtrotter,CharlieHodson-Prior,EmmaThompson,Hortensia,LashanaLynch,Lavender,MatildaWormwood,MeeshaGarbett,MissHoney,Mr.Wormwood,Mrs.Phelps,Mrs.Wormwood,ReiYamauchiFulker,SindhuVee,StephenGraham",Roald Dahl's Matilda the Musical,Released,English,25000000.0,13276499.0,AU,2022,6.8
The Simpsons Meet the Bocellis in Feliz Navidad,2022-12-15,52.0,"Animation,Family,Comedy","This Christmas, Homer surprises Marge with the ultimate gift: an unforgettable performance from Italian opera superstar Andrea Bocelli and his children Matteo and Virginia.","AndreaBocelli,BartSimpson(voice),DanCastellaneta,HomerSimpson(voice),JulieKavner,LisaSimpson(voice),MargeSimpson(voice),MatteoBocelli,NancyCartwright,Self(voice),VirginiaBocelli,YeardleySmith",The Simpsons Meet the Bocellis in Feliz Navidad,Released,English,97200000.0,425726914.4,US,2022,5.2
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2021-02-25,83.0,"Animation,Action,Adventure,Fantasy,Thriller","Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!","AkariKito,GiyūTomioka(voice),HiroShimono,InosukeHashibira(voice),KatsuyukiKonishi,KenichiSuzumura,KyojuroRengoku(voice),NatsukiHanae,NezukoKamado(voice),ObanaiIguro(voice),SaoriHayami,SatoshiHino,ShinobuKocho(voice),TakahiroSakurai,TanjiroKamado(voice),TengenUzui(voice),YoshitsuguMatsuoka,ZenitsuAgatsuma(voice)", 劇場版「鬼滅の刃」無限列車編,Released,Japanese,15800000.0,503063688.0,AU,2021,8.3
Huesera: The Bone Woman,2023-02-23,58.0,"Drama,Horror,Mystery","Valeria's joy at becoming a first-time mother is quickly taken away when she's cursed by a sinister entity. As danger closes in, she's forced deeper into a chilling world of dark magic that threatens to consume her.","AidaLópez,AlfonsoDosal,EnocLeaño,Isabel,Luis,Maricarmen,MarthaClaudiaMoreno,MayraBatalla,MercedesHernández,NataliaSolián,Octavia,PabloGuisaKoestinger,Raúl,SoniaCouoh,Ursula,Valeria,Vecino(cameo),Vero", Huesera,Released,"Spanish,Castilian",135000000.0,670271186.2,MX,2023,5.8
The Last Heretic,2022-11-09,55.0,"Thriller,Horror","Juan Conte is a world-renowned spokesman of the new atheism. After suffering a heart attack, he receives a transplant and a change in his personal life begins, opening up to the possibility of being in a couple for the first time. Juan will go on a journey of horror and pain, in which his vision of reality will be put to the test.",",CésarBordón,DanielMiglioranza,Doctor,GermánPalacios,GermándeSilva,GloriaCarrá,HéctorCalori,JuanConte,María,MaríaInésBanegas,MiguelJordán,TomásRubio,VictoriaAlmeida", El último hereje,Released,"Spanish,Castilian",122400000.0,344127931.8,AR,2022,5.5
JUNG_E,2023-01-20,63.0,"Science Fiction,Action,Adventure","On an uninhabitable 22nd-century Earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.","Chairman,HanWoo-yeol,Jae-kyung,Jung-yi,KangSoo-youn,KimHyun-joo,KimSun-hyuk,LeeDong-hee,LeeGa-kyung,Researcher2,Researcher3,Researcher5,RyuKyung-soo,Sang-hoon,Se-yeon,Seo-hyun,ShinMin-jae,UhmJi-won", 정이,Released,Korean,66240000.0,580188584.0,KR,2023,6.3
A Man Called Otto,2023-01-01,79.0,"Comedy,Drama","When a lively young family moves in next door, grumpy widower Otto Anderson meets his match in a quick-witted, pregnant woman named Marisol, leading to an unlikely friendship that turns his world upside down.","ArmyDoctor,Barb,CameronBritton,ElleChapman,Jimmy,JoeFishel,KaileyHyman,ManuelGarcia-Rulfo,MarianaTreviño,Marisol,MikeBirbiglia,OttoAnderson,RachelKeller,RealEstateAgent,Sarah,Sonya,TomHanks,Tommy",A Man Called Otto,Released,English,50000000.0,108973274.0,AU,2023,7.9
Champions,2023-03-09,68.0,Comedy,A stubborn and hotheaded minor league basketball coach is forced to train a Special Olympics team when he is sentenced to community service.,"Alex,AshtonGunning,CheechMarin,CoachPhilPeretti,Cody,Cosentino,Darius,ErnieHudson,Johnny,JoshuaFelder,Julio,KaitlinOlson,KevinIannucci,MadisonTevlin,Marcus,MattCook,Sonny,WoodyHarrelson",Champions,Released,English,51880004.0,9263009.0,AU,2023,6.8
Dungeons & Dragons: Honor Among Thieves,2023-03-30,76.0,"Adventure,Fantasy,Comedy","A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.","ChloeColeman,ChrisPine,DaisyHead,Doric,Dralas,EdginDarvis,ForgeFitzwilliam,HolgaKilgore,HughGrant,JasonWong,JusticeSmith,KiraDarvis,MichelleRodriguez,Regé-JeanPage,SimonAumar,SofinatheRedWizard,SophiaLillis,XenkYendar",Dungeons & Dragons: Honor Among Thieves,Released,English,150000000.0,158598670.0,AU,2023,7.6
Troll,2022-12-01,68.0,"Fantasy,Action,Adventure,Thriller","Deep inside the mountain of Dovre, something gigantic awakens after being trapped for a thousand years. Destroying everything in its path, the creature is fast approaching the capital of Norway. But how do you stop something you thought only existed in Norwegian folklore?","AmeliOlvingSælevik,Amir,AndreasIsaksen,AnnekevonderLippe,DennisStorhøi,ForsvarssjefGeneralSverreLunde,GardB.Eidsvold,IneMarieWilmann,KarolineViktoriaSlettengGarvang,KimS.Falck-Jørgensen,Kristoffer,MadsSjøgårdPettersen,NoraTidemann,SigridHodne,StatsministerBeritMoberg,TobiasTidemann,UngeNoraTidemann,YusufTooshIbra",Troll,Released,Norwegian,121400000.0,977795653.4,AU,2022,6.8
Sonic the Hedgehog 2,2022-03-31,76.0,"Action,Adventure,Family,Comedy","After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.","AdamPally,AgentStone,BenSchwartz,ColleenO'Shaughnessey,IdrisElba,JamesMarsden,KnucklestheEchidna(voice),LeeMajdoub,MaddieWachowski,Miles'Tails'Prower(voice),NatashaRothwell,Rachel,Randall,ShemarMoore,SonictheHedgehog(voice),TikaSumpter,TomWachowski,WadeWhipple",Sonic the Hedgehog 2,Released,English,90000000.0,405421518.0,AU,2022,7.6
A Bronx Tale,1994-05-20,78.0,"Drama,Crime","Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.","AlfredSauchelliJr.,BobbyBars,Calogero""C""Anello(Age17),Calogero""C""Anello(Age9),ChazzPalminteri,ClemCaserta,DannyK.O.,FrancisCapra,FrankPietrangolare,JaneWilliams,JimmyWhispers,KathrineNarducci,LilloBrancato,LorenzoAnello,RobertDeNiro,RosinaAnello,SonnyLoSpecchio,TaralHicks",A Bronx Tale,Released,English,10000000.0,17287898.0,AU,1994,7.8
Encanto at the Hollywood Bowl,2022-12-28,73.0,Music,"A taped performance of the Encanto Live-to-Film Concert Experience at the Hollywood Bowl. The original cast puts on a miracle of a concert as they sing the favorite songs, accompanied by a full orchestra and 50 person ensemble, and the Hollywood Bowl transforms into Casita!","AbuelaAlmaMadrigal,Adassa,AngieCepeda,CarolinaGaitán,DianeGuerrero,DoloresMadrigal,FélixMadrigal,Host-Self,IsabelaMadrigal,JessicaDarrow,JulietaMadrigal,Lin-ManuelMiranda,LuisaMadrigal,MauroCastillo,MirabelMadrigal,OlgaMerediz,PepaMadrigal,StephanieBeatriz",Encanto at the Hollywood Bowl,Released,English,127000000.0,533207056.8,US,2022,7.3
The Forbidden Legend: Sex & Chopsticks 2,2009-03-04,60.0,"Comedy,Drama,Romance","Rich and powerful Simon Qing has been schooled in the ways of sex by his virile father, but is still a virgin. That is, until he meets his first love Violetta who has fun with him all over his father’s estate. Their love does not last, so Simon embarks on a journey. Along the way he meets the comely nun Moon whom Simon deflowers and then marries. He then becomes enamored of Golden Lotus but she is married to dwarf Wu Da-Lang.","Bamboo,FrankieNg,HikaruWakana,HuaZi-xu,KaeraUehara,LeeKin-Yan,Lotus,Moon,Plum,SamuelLeungCheuk-Moon,SerinaHayakawa,Shaman,SimonQing,TamKon-Chung,Violetta/PinkyLi,Wai-KinLam,WinnieLeung,WuDa-lang", 金瓶梅2 愛的奴隸,Released,Cantonese,89600000.0,318375960.2,HK,2009,6.0
Top Gun: Maverick,2022-05-26,83.0,"Action,Drama","After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.","Adm.Beau'Cyclone'Simpson,Adm.Solomon'Warlock'Bates,Adm.Tom'Iceman'Kazansky,Capt.Pete'Maverick'Mitchell,CharlesParnell,EdHarris,GlenPowell,JenniferConnelly,JonHamm,LewisPullman,Lt.Bradley'Rooster'Bradshaw,Lt.Jake'Hangman'Seresin,Lt.Robert'Bob'Floyd,MilesTeller,PennyBenjamin,Radm.Chester'Hammer'Cain,TomCruise,ValKilmer",Top Gun: Maverick,Released,English,170000000.0,1481369482.0,AU,2022,8.3
On a Wing and a Prayer,2023-04-06,65.0,"Drama,Thriller","After their pilot dies unexpectedly mid-flight, passenger Doug White must safely land a plane and save his entire family from insurmountable danger.","AbbeyRhyne,BaileyWhite,BrettRice,BrianNorton,DanFavio,DennisQuaid,DougWhite,E.RogerMitchell,HeatherGraham,JeffWhite,JesseMetcalfe,JesseWhite,JessiCase,LisaGrimm,MaggieWhite,RockyMyers,SelenaAnduze,TerriWhite",On a Wing and a Prayer,Released,English,147400000.0,445526734.8,US,2023,6.5
Sniper: The White Raven,2022-08-24,76.0,"War,Drama","Mykola is an eccentric pacifist who wants to be useful to humanity. When the war begins at Donbass, Mykola’s naive world is collapsing as the militants kill his pregnant wife and burn his home to the ground. Recovered, he makes a cardinal decision and gets enlisted in a sniper company. Having met his wife’s killers, he emotionally breaks down and arranges “sniper terror” for the enemy. He’s saved from a senseless death by his instructor who himself gets mortally wounded. The death of a friend leaves a “scar” and Mykola is ready to sacrifice his life.",",AndriiMostrenko,Brigadecommander,Cap,Hyurza,Ivan,MarynaKoshkina,Mykola,Nastia,OlehShulha,PavloAldoshyn,RomanSemysal,RomanYasinovskyi,VadymKurylko,YehorKozlov,YevhenChernykov", Снайпер. Білий ворон,Released,Ukrainian,1000000.0,102414815.2,UA,2022,7.6
The Enforcer,2022-12-01,74.0,"Action,Crime,Drama,Thriller","A noir thriller set in Miami, the film follows an enforcer who discovers his femme fatale boss has branched out into cyber sex trafficking, putting a young runaway he’s befriended at risk. He sacrifices everything to save the young girl from the deadly organization he’s spent his life building.","2Chainz,AaronCohen,AlexisRen,AntonioBanderas,Billie,Cuda,Doom,Estelle,Freddie,Joe,KateBosworth,Lexus,MarkRhinoSmith,MojeanAria,NatalieBurn,Olivia,Stray,ZoleeGriggs",The Enforcer,Released,English,1261569.0,102023958.0,AU,2022,7.4
Diabolik - Ginko Attacks,2022-11-17,57.0,"Crime,Action","Diabolik nearly gets caught in Inspector Ginko's latest trap, leaving his partner in crime Eva Kant behind in the escape. Furious, Eva offers Ginko her help in capturing the King of Terror, but the former has to face the return of an old flame of his.","AlessioLapice,AlteadiVallenberg,AndreaRoncato,Barbo,Capoballerina,Diabolik,ElenaVanel,EsterPantano,EvaKant,GiacomoGianniotti,Ginko,LindaCaridi,MiriamLeone,MonicaBellucci,PierGiorgioBellocchio,Roller,Sgt.Palmer,ValerioMastandrea", Diabolik - Ginko all'attacco!,Released,Italian,21680000.0,1228459.0,IT,2022,5.7
Scream VI,2023-03-09,73.0,"Horror,Mystery,Thriller","Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.","""TheVoice""(voice),ChadMeeks-Martin,CourteneyCox,DannyBrackett,DermotMulroney,DetectiveBailey,EthanLandry,GaleWeathers,JackChampion,JasminSavoyBrown,JennaOrtega,JoshSegarra,MasonGooding,MelissaBarrera,MindyMeeks-Martin,RogerJackson,SamCarpenter,TaraCarpenter",Scream VI,Released,English,35000000.0,167273149.0,AU,2023,7.3
Avatar,2009-12-17,76.0,"Action,Adventure,Fantasy,Science Fiction","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.","CCHPounder,ColonelMilesQuaritch,Dr.GraceAugustine,Eytukan,GiovanniRibisi,JakeSully,JoelDavidMoore,MichelleRodriguez,Mo'at,Neytiri,NormSpellman,ParkerSelfridge,SamWorthington,SigourneyWeaver,StephenLang,TrudyChacon,WesStudi,ZoeSaldaña",Avatar,Released,English,237000000.0,2923706026.0,AU,2009,7.6
Breaking,2022-08-26,67.0,"Crime,Drama,Thriller","Desperate for money and running out of options, Marine veteran Brian Brown-Easley holds several people hostage inside a bank, setting the stage for a tense confrontation with police.","BrianBrown-Easley,CassandraBrown-Easley,ChiefJackQuail,ConnieBritton,EliBernard,EstelValerie,JeffreyDonovan,JohnBoyega,KiahEasley,LisaLarson,LondonCovington,MajorRiddick,MichaelKennethWilliams,NicoleBeharie,OliviaWashington,RobbDerringer,RosaDiaz,SelenisLeyva",Breaking,Released,English,72000000.0,318039059.2,US,2022,6.7
Tetris,2023-03-31,78.0,"Thriller,History,Drama","In 1988, American video game salesman Henk Rogers discovers the video game Tetris. When he sets out to bring the game to the world, he enters a dangerous web of lies and corruption behind the Iron Curtain.","AlexeyPajitnov,AnthonyBoyle,BenMiles,HenkRogers,HowardLincoln,IgorGrabuzov,KenYamamura,KevinMaxwell,MinoruArakawa,NikitaEfremov,RobertMaxwell,RobertStein,RogerAllam,Sasha,SofiaLebedeva,TaronEgerton,TobyJones,ValentinTrifonov",Tetris,Released,English,172000000.0,594334899.0,GB,2023,7.8
65,2023-03-09,63.0,"Thriller,Science Fiction,Action","After a catastrophic crash on an unknown planet, pilot Mills quickly discovers he's actually stranded on Earth…65 million years ago. Now, with only one chance at rescue, Mills and the only other survivor, Koa, must make their way across an unknown terrain riddled with dangerous prehistoric creatures in an epic fight to survive.","AdamDriver,Alya,ArianaGreenblatt,BrianDare,ChloeColeman,Koa,Mills,Nevine,NikaKing,ZoicShip(voice)(uncredited)",65,Released,English,45000000.0,56072012.0,AU,2023,6.3
Thor: Love and Thunder,2022-07-06,66.0,"Fantasy,Action,Comedy","After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.","ChrisHemsworth,ChrisPratt,ChristianBale,Gorr,JaimieAlexander,JaneFoster/TheMightyThor,KarenGillan,KingValkyrie,Korg/OldKronanGod(voice),NataliePortman,Nebula,PeterQuill/Star-Lord,RussellCrowe,Sif,TaikaWaititi,TessaThompson,ThorOdinson,Zeus",Thor: Love and Thunder,Released,English,250000000.0,760928081.0,AU,2022,6.6
Arctic Void,2022-01-14,47.0,"Science Fiction,Thriller","When the power mysteriously fails, and almost everyone vanishes from a small tourist vessel in the Arctic, fear becomes the master for the three who remain. Forced ashore, the men deteriorate in body and mind until a dark truth emerges that compels them to ally or perish.","AlanMeursault,Elsie,Freida,IngridLiavaag,Jim,JustinHuen,LauraSophiaBecker,Lucy,Marlene,MichaelWeaver,RayMarsh,RuneTemte,SarahAlles,SeanTibbets,TheaSofieLochNæss,TimGriffin",Arctic Void,Released,English,147200000.0,872776677.4,US,2022,4.7
